,token_index,valuations
6724,3650,53.03958095525019
10612,5321,56.81819764495327
10437,5238,57.67018360449356
18108,8587,34.011316795348876
2161,1650,57.88788505490692
2286,1713,35.170409150830096
880,883,41.42958597569054
8803,4519,85.11439286245763
13978,6734,44.37911971922995
13333,6523,42.0300288596066
942,939,155.95114003883992
19496,9188,51.633177820681624
5594,3188,45.38834282085338
13591,6614,54.68184788879864
8933,4576,85.56596065743258
8487,4390,26.902891968951508
16789,8010,63.62461853084682
7612,4016,47.761290218670865
8371,4326,47.17871774295992
19285,9087,50.732440950153205
5389,3096,68.82424883680642
16726,7983,48.287505322359436
11970,5926,165.2053436888566
4915,2889,50.999921997492606
14080,6779,66.83114849246044
15007,7201,81.62218786532628
18064,8569,18.59469500248167
567,641,223.63829231838668
7031,3774,40.60344701695078
206,355,148.12250755768338
12533,6154,45.91060133102576
2128,1633,44.637924566177276
1248,1173,55.147765543560126
3089,2079,18.617476138437155
6877,3711,67.29725393076018
16314,7818,55.02639434541203
20331,9549,58.16316035615944
3818,2406,67.66266277096292
5009,2932,59.69494513254472
6811,3680,83.77949000822008
16135,7724,51.58255462662771
21059,9871,1.237597619489975
16711,7976,-5.264243381638721
20270,9529,90.35405119488172
5094,2966,30.479965451892213
3315,2189,73.7018257737517
11476,5717,71.85987345502042
19839,9344,177.69246175844785
8495,4395,63.205460125880165
4903,2884,63.254240141867115
12566,6169,45.80204828352345
5667,3214,31.691789916658422
14300,6852,53.25568925308619
4854,2864,55.89356679762153
2946,2024,30.83762799667744
9077,4641,35.56547204556608
15156,7263,53.66193751097717
15965,7646,42.40195523394675
2581,1838,53.29911403454781
8537,4416,61.34612262525491
13104,6410,51.39223124290055
15125,7252,457.8991864637463
9574,4878,51.56840075453397
141,291,39.263234712645556
9730,4938,62.27049142186547
4089,2526,66.76627139092125
